,기준_년_코드,기준_분기_코드,서비스_업종_코드_명,상권_코드_명,분기당_매출_금액,점포수,시군구_명,매출/점포수
238,2019,1,중식음식점,강남 마이스 관광특구,924276290.0,11,강남구,424963083.4545455
239,2019,1,패스트푸드점,강남 마이스 관광특구,2701754994.0,15,강남구,687021995.5954862
240,2019,1,핸드폰,강남 마이스 관광특구,2600513722.0,6,강남구,311368710.7916667
241,2019,1,운동/경기용품,강남 마이스 관광특구,5127747562.0,14,강남구,928257012.625
242,2019,1,반찬가게,강남 마이스 관광특구,5214000000.0,13,강남구,392919772.509375
243,2019,1,미용실,강남 마이스 관광특구,1344768478.0,8,강남구,137791004.125
244,2019,1,섬유제품,강남 마이스 관광특구,1388780308.0,7,강남구,275427663.7470238
245,2019,1,가전제품,강남 마이스 관광특구,1854968217.0,8,강남구,903824239.0
246,2019,1,화초,강남 마이스 관광특구,961599308.0,6,강남구,186012657.2516234
247,2019,1,치과의원,강남 마이스 관광특구,683566959.0,4,강남구,620814905.25
248,2019,1,피부관리실,강남 마이스 관광특구,172099000.0,3,강남구,131874650.51934525
249,2019,1,안경,강남 마이스 관광특구,876967660.0,9,강남구,441033961.6666667
250,2019,1,커피-음료,강남 마이스 관광특구,2677217715.0,38,강남구,330195612.1052632
251,2019,1,일반의류,강남 마이스 관광특구,26942607885.0,278,강남구,287414687.56410253
252,2019,1,의약품,강남 마이스 관광특구,2836900626.0,7,강남구,1615150929.766667
253,2019,1,전자상거래업,강남 마이스 관광특구,15491396.0,8,강남구,38503289.125
254,2019,1,양식음식점,강남 마이스 관광특구,5418287802.0,36,강남구,603655818.8769841
255,2019,1,일반의원,강남 마이스 관광특구,1035740503.0,5,강남구,674791302.0
256,2019,1,네일숍,강남 마이스 관광특구,112919069.0,5,강남구,90049301.39999999
257,2019,1,제과점,강남 마이스 관광특구,3786811267.0,20,강남구,764934009.374812
258,2019,1,스포츠클럽,강남 마이스 관광특구,1480186092.0,1,강남구,803366693.625
259,2019,1,가방,강남 마이스 관광특구,2372196333.0,31,강남구,251097604.5
260,2019,1,세탁소,강남 마이스 관광특구,167159164.0,1,강남구,126871299.0
261,2019,1,완구,강남 마이스 관광특구,672658304.0,9,강남구,286551796.7777778
262,2019,1,시계및귀금속,강남 마이스 관광특구,3216438778.0,36,강남구,308799057.5
263,2019,1,화장품,강남 마이스 관광특구,65964742853.0,50,강남구,405308686.83412695
264,2019,1,컴퓨터및주변장치판매,강남 마이스 관광특구,94890778.0,21,강남구,59033548.87857142
265,2019,1,분식전문점,강남 마이스 관광특구,5983270600.0,26,강남구,365653728.0824176
266,2019,1,인테리어,강남 마이스 관광특구,1551990506.0,5,강남구,161087094.7083333
267,2019,1,편의점,강남 마이스 관광특구,5086444357.0,11,강남구,1752431524.5357141
268,2019,1,일식음식점,강남 마이스 관광특구,2333239402.0,16,강남구,650231791.9080882
269,2019,1,한식음식점,강남 마이스 관광특구,5570934030.0,41,강남구,546881438.5992582
270,2019,1,슈퍼마켓,강남 마이스 관광특구,4975616711.0,16,강남구,1244697103.6855392
271,2019,1,문구,강남 마이스 관광특구,1597418969.0,12,강남구,592934724.6858975
272,2019,1,신발,강남 마이스 관광특구,1036412276.0,46,강남구,79257156.33876471
513,2018,4,치킨전문점,강남 마이스 관광특구,311310353.0,1,강남구,311310353.0
522,2018,4,여행사,강남 마이스 관광특구,64957291.0,9,강남구,7217476.777777778
525,2018,4,예술품,강남 마이스 관광특구,492152772.0,9,강남구,35327853.42857143
527,2018,4,사진관,강남 마이스 관광특구,99238921.0,4,강남구,24809730.25
533,2018,4,가구,강남 마이스 관광특구,227717060.0,6,강남구,37952843.333333336
534,2018,4,부동산중개업,강남 마이스 관광특구,3726776353.0,10,강남구,57026122.171651796
537,2018,4,법무사사무소,강남 마이스 관광특구,76323573.0,2,강남구,38161786.5
850,2019,1,신발,잠실 관광특구,9100279445.0,73,송파구,209270061.375
851,2019,1,치킨전문점,잠실 관광특구,574580626.0,9,송파구,201706087.68686867
852,2019,1,가구,잠실 관광특구,811435021.0,15,송파구,184472669.025
853,2019,1,일반의류,잠실 관광특구,3557458576.0,462,송파구,83917054.90664783
854,2019,1,반찬가게,잠실 관광특구,183599585.0,36,송파구,64652395.58304411
855,2019,1,편의점,잠실 관광특구,10777790782.0,55,송파구,868548227.2726476
856,2019,1,안경,잠실 관광특구,626279647.0,9,송파구,340722168.625
857,2019,1,양식음식점,잠실 관광특구,1951655206.0,72,송파구,147249233.27943614
858,2019,1,당구장,잠실 관광특구,153498157.0,12,송파구,44974947.83333333
859,2019,1,제과점,잠실 관광특구,3391807587.0,35,송파구,399708809.49915963
860,2019,1,스포츠클럽,잠실 관광특구,249766315.0,6,송파구,418371336.3666667
861,2019,1,골프연습장,잠실 관광특구,566603833.0,9,송파구,238507164.8611111
862,2019,1,고시원,잠실 관광특구,171350869.0,7,송파구,57245871.71428572
863,2019,1,의약품,잠실 관광특구,1499946488.0,26,송파구,350366810.3276353
864,2019,1,가전제품,잠실 관광특구,11425996260.0,16,송파구,903824239.0
865,2019,1,서적,잠실 관광특구,7815414.0,14,송파구,5974800.618131869
866,2019,1,섬유제품,잠실 관광특구,485421745.0,14,송파구,105182168.99120879
867,2019,1,완구,잠실 관광특구,4347748712.0,7,송파구,970592360.5895936
868,2019,1,피부관리실,잠실 관광특구,330706263.0,39,송파구,65952962.99533799
869,2019,1,자동차수리,잠실 관광특구,575504695.0,9,송파구,470174377.1919192
870,2019,1,전자상거래업,잠실 관광특구,6981503045.0,54,송파구,319063036.7754193
871,2019,1,일식음식점,잠실 관광특구,471413604.0,34,송파구,106397767.61764707
872,2019,1,PC방,잠실 관광특구,378130727.0,2,송파구,356605908.5
873,2019,1,분식전문점,잠실 관광특구,9458312638.0,62,송파구,365653728.0824176
874,2019,1,자전거 및 기타운송장비,잠실 관광특구,66292099.0,2,송파구,395325313.0
875,2019,1,치과의원,잠실 관광특구,2626279755.0,11,송파구,1028321413.8181819
876,2019,1,문구,잠실 관광특구,250252555.0,14,송파구,76236545.3
877,2019,1,화초,잠실 관광특구,43004442.0,13,송파구,12295402.384615384
878,2019,1,중식음식점,잠실 관광특구,671887454.0,16,송파구,219893456.18333334
879,2019,1,노래방,잠실 관광특구,804997716.0,37,송파구,91333779.76925676
880,2019,1,네일숍,잠실 관광특구,56316878.0,7,송파구,39556113.67619048
881,2019,1,미용실,잠실 관광특구,1535420167.0,31,송파구,137791004.125
882,2019,1,패스트푸드점,잠실 관광특구,3395958822.0,25,송파구,535459591.58934474
883,2019,1,화장품,잠실 관광특구,7631136929.0,117,송파구,296784662.0850213
884,2019,1,호프-간이주점,잠실 관광특구,6034445228.0,69,송파구,422503292.93615365
885,2019,1,커피-음료,잠실 관광특구,8592590225.0,66,송파구,360336162.4464039
886,2019,1,스포츠 강습,잠실 관광특구,817122329.0,17,송파구,221077495.19504645
887,2019,1,한의원,잠실 관광특구,812701539.0,8,송파구,373046320.375
888,2019,1,슈퍼마켓,잠실 관광특구,7414761820.0,30,송파구,899654971.8747025
889,2019,1,컴퓨터및주변장치판매,잠실 관광특구,289018686.0,34,송파구,151990507.64957982
890,2019,1,시계및귀금속,잠실 관광특구,1364860864.0,39,송파구,191599776.23577768
891,2019,1,한식음식점,잠실 관광특구,27519080327.0,240,송파구,474244297.0817788
892,2019,1,일반의원,잠실 관광특구,2722438679.0,22,송파구,533249756.0256917
893,2019,1,운동/경기용품,잠실 관광특구,7379534225.0,26,송파구,928257012.625
894,2019,1,여관,잠실 관광특구,5707568640.0,68,송파구,372329447.4407629
895,2019,1,세탁소,잠실 관광특구,92298670.0,7,송파구,54654532.80357143
982,2019,3,가방,잠실 관광특구,275592626.0,39,송파구,95726246.56410256
1198,2018,4,예술품,잠실 관광특구,4846579.0,9,송파구,538508.7777777778
1203,2018,4,부동산중개업,잠실 관광특구,3081997963.0,94,송파구,32787212.372340426
1204,2018,4,예술학원,잠실 관광특구,1085488.0,3,송파구,361829.3333333333
1219,2018,4,일반교습학원,잠실 관광특구,6000000.0,12,송파구,500000.0
1222,2018,4,사진관,잠실 관광특구,1120806473.0,15,송파구,39206233.609375
1223,2018,4,통신기기수리,잠실 관광특구,3362263.0,3,송파구,1120754.3333333333
1224,2018,4,독서실,잠실 관광특구,8653846.0,3,송파구,2884615.3333333335
1225,2018,4,여행사,잠실 관광특구,537159713.0,26,송파구,20659988.96153846
1249,2018,4,육류판매,잠실 관광특구,106913757.0,6,송파구,17818959.5
1643,2019,1,스포츠클럽,종로·청계 관광특구,251391840.0,5,종로구,377531523.3333334
1644,2019,1,분식전문점,종로·청계 관광특구,3604020955.0,120,종로구,120887697.52086712
1645,2019,1,가전제품,종로·청계 관광특구,3638683456.0,120,종로구,101776289.4808147
1646,2019,1,가전제품수리,종로·청계 관광특구,191924184.0,38,종로구,10909861.857752489
1647,2019,1,컴퓨터및주변장치판매,종로·청계 관광특구,393740380.0,34,종로구,51569245.29600273
1648,2019,1,당구장,종로·청계 관광특구,989406254.0,30,종로구,85325565.6875
1649,2019,1,의약품,종로·청계 관광특구,7825304919.0,56,종로구,605013154.14143
1650,2019,1,중식음식점,종로·청계 관광특구,3322316671.0,44,종로구,295981918.4687857
1651,2019,1,핸드폰,종로·청계 관광특구,492040136.0,33,종로구,97172603.74978355
1652,2019,1,네일숍,종로·청계 관광특구,20110000.0,6,종로구,19707787.833333332
1653,2019,1,편의점,종로·청계 관광특구,5811062788.0,43,종로구,544345665.4193254
1654,2019,1,패스트푸드점,종로·청계 관광특구,1078289732.0,24,종로구,187846999.6904762
1655,2019,1,미용실,종로·청계 관광특구,1135356246.0,27,종로구,137791004.125
1656,2019,1,양식음식점,종로·청계 관광특구,2157363815.0,47,종로구,205047090.92590642
1657,2019,1,슈퍼마켓,종로·청계 관광특구,3820083410.0,184,종로구,79863736.00360256
1658,2019,1,고시원,종로·청계 관광특구,875588274.0,5,종로구,385419985.25
1659,2019,1,한의원,종로·청계 관광특구,1791752036.0,18,종로구,413844102.7222222
1660,2019,1,애완동물,종로·청계 관광특구,903175854.0,30,종로구,124017970.27311829
1661,2019,1,커피-음료,종로·청계 관광특구,5409146148.0,124,종로구,185575992.74203932
1662,2019,1,인테리어,종로·청계 관광특구,1122294499.0,42,종로구,87146056.57142857
1663,2019,1,PC방,종로·청계 관광특구,359794246.0,5,종로구,267923084.39047617
1664,2019,1,반찬가게,종로·청계 관광특구,51155632.0,35,종로구,22532171.32352941
1665,2019,1,여관,종로·청계 관광특구,1530116718.0,57,종로구,125499603.0627145
1666,2019,1,한식음식점,종로·청계 관광특구,43300488737.0,497,종로구,334219449.03883976
1667,2019,1,화장품,종로·청계 관광특구,3388406276.0,54,종로구,309598205.5887542
1668,2019,1,서적,종로·청계 관광특구,1498634153.0,59,종로구,133086478.61659849
1669,2019,1,제과점,종로·청계 관광특구,865328392.0,20,종로구,167901411.1189109
1670,2019,1,일반교습학원,종로·청계 관광특구,413974733.0,12,종로구,100873165.14102563
1671,2019,1,호프-간이주점,종로·청계 관광특구,7933730600.0,110,종로구,366948128.01501906
1672,2019,1,화초,종로·청계 관광특구,111645050.0,15,종로구,28797362.461904764
1673,2019,1,섬유제품,종로·청계 관광특구,15675388046.0,352,종로구,195602511.56996638
1674,2019,1,육류판매,종로·청계 관광특구,253353835.0,10,종로구,108361287.5
1675,2019,1,수산물판매,종로·청계 관광특구,353688128.0,13,종로구,69955645.15384616
1676,2019,1,외국어학원,종로·청계 관광특구,5041139664.0,37,종로구,516657755.2051265
1677,2019,1,예술학원,종로·청계 관광특구,301505382.0,7,종로구,145398172.57142857
1678,2019,1,치과의원,종로·청계 관광특구,4011906425.0,37,종로구,446137621.3513514
1679,2019,1,문구,종로·청계 관광특구,14191619131.0,108,종로구,550532729.8347523
1680,2019,1,일식음식점,종로·청계 관광특구,2044160889.0,37,종로구,264894655.93780625
1681,2019,1,철물점,종로·청계 관광특구,88594576.0,25,종로구,19059396.649230767
1682,2019,1,노래방,종로·청계 관광특구,631497461.0,32,종로구,88572116.96594827
1683,2019,1,미곡판매,종로·청계 관광특구,51500950.0,3,종로구,156835856.66666666
1684,2019,1,골프연습장,종로·청계 관광특구,113301701.0,2,종로구,252697794.5
1685,2019,1,치킨전문점,종로·청계 관광특구,2306270303.0,23,종로구,408396382.65289855
1686,2019,1,운동/경기용품,종로·청계 관광특구,6247600234.0,74,종로구,417714198.2102703
1687,2019,1,일반의류,종로·청계 관광특구,7864346873.0,615,종로구,82863467.65730734
1688,2019,1,전자상거래업,종로·청계 관광특구,281684496.0,143,종로구,18720737.79731523
1689,2019,1,가방,종로·청계 관광특구,216073700.0,40,종로구,36826973.43910257
1690,2019,1,피부관리실,종로·청계 관광특구,322612624.0,18,종로구,73160281.69590643
1691,2019,1,시계및귀금속,종로·청계 관광특구,4901053148.0,331,종로구,63515253.733611815
1692,2019,1,신발,종로·청계 관광특구,3297847670.0,655,종로구,40812522.690886706
1693,2019,1,조명용품,종로·청계 관광특구,3579865252.0,741,종로구,30210909.567550775
1694,2019,1,의료기기,종로·청계 관광특구,7267226507.0,45,종로구,539379855.5862345
1695,2019,1,안경,종로·청계 관광특구,94894658.0,25,종로구,18144281.266153846
1696,2019,1,스포츠 강습,종로·청계 관광특구,190312394.0,11,종로구,74758324.51748252
1697,2019,1,일반의원,종로·청계 관광특구,2792013959.0,34,종로구,316478802.2406417
1698,2019,1,청과상,종로·청계 관광특구,147233871.0,15,종로구,68146224.33333333
2069,2018,4,통신기기수리,종로·청계 관광특구,17717814.0,9,종로구,1968646.0
2074,2018,4,한복점,종로·청계 관광특구,388901976.0,105,종로구,3703828.342857143
2077,2018,4,부동산중개업,종로·청계 관광특구,1908195.0,97,종로구,19672.113402061856
2092,2018,4,가구,종로·청계 관광특구,26253419.0,3,종로구,8751139.666666666
2095,2018,4,유아의류,종로·청계 관광특구,26673916.0,7,종로구,3810559.4285714286
2097,2018,4,자동차수리,종로·청계 관광특구,681231.0,4,종로구,170307.75
2098,2018,4,독서실,종로·청계 관광특구,274334317.0,4,종로구,39853284.75
2103,2018,4,사진관,종로·청계 관광특구,80281162.0,10,종로구,8028116.2
2107,2018,4,여행사,종로·청계 관광특구,2146913616.0,69,종로구,31114690.086956523
2114,2018,4,예술품,종로·청계 관광특구,24572583.0,9,종로구,2730287.0
2123,2018,4,자전거 및 기타운송장비,종로·청계 관광특구,3824623.0,1,종로구,3824623.0
2126,2018,4,악기,종로·청계 관광특구,201742194.0,9,종로구,22415799.333333332
2134,2018,4,비디오/서적임대,종로·청계 관광특구,64000000.0,4,종로구,16000000.0
2453,2019,1,슈퍼마켓,동대문패션타운 관광특구,2302995093.0,270,중구,43736745.60803562
2454,2019,1,신발,동대문패션타운 관광특구,5715443961.0,410,중구,65330940.446974225
2455,2019,1,치킨전문점,동대문패션타운 관광특구,300484654.0,12,중구,99860667.5128205
2456,2019,1,애완동물,동대문패션타운 관광특구,83242538.0,5,중구,124028038.7
2457,2019,1,피부관리실,동대문패션타운 관광특구,398792276.0,29,중구,61599407.967297
2458,2019,1,제과점,동대문패션타운 관광특구,1144455691.0,26,중구,182307063.01566952
2459,2019,1,일식음식점,동대문패션타운 관광특구,803866808.0,15,중구,243914918.6102564
2460,2019,1,호프-간이주점,동대문패션타운 관광특구,1631185483.0,29,중구,255006540.74082315
2461,2019,1,가구,동대문패션타운 관광특구,3973307575.0,34,중구,449103332.1136364
2462,2019,1,한식음식점,동대문패션타운 관광특구,14220545121.0,179,중구,319786302.5275246
2463,2019,1,미용실,동대문패션타운 관광특구,382725094.0,18,중구,88529890.25163399
2464,2019,1,양식음식점,동대문패션타운 관광특구,1820114222.0,42,중구,185453105.6858169
2465,2019,1,스포츠 강습,동대문패션타운 관광특구,46574722.0,5,중구,30890339.483333334
2466,2019,1,일반의류,동대문패션타운 관광특구,89623091148.0,11047,중구,39646323.04935004
2467,2019,1,분식전문점,동대문패션타운 관광특구,2120781145.0,100,중구,85090653.24910153
2468,2019,1,전자상거래업,동대문패션타운 관광특구,1084532.0,70,중구,52734866.16150794
2469,2019,1,화장품,동대문패션타운 관광특구,14320023058.0,129,중구,400638182.743323
2470,2019,1,철물점,동대문패션타운 관광특구,271558843.0,7,중구,168142760.7083333
2471,2019,1,편의점,동대문패션타운 관광특구,7694159083.0,43,중구,848263917.3901716
2472,2019,1,핸드폰,동대문패션타운 관광특구,685506550.0,44,중구,79714557.77435064
2473,2019,1,의약품,동대문패션타운 관광특구,2754378410.0,26,중구,437103729.63384616
2474,2019,1,가방,동대문패션타운 관광특구,2637565425.0,139,중구,81668901.26377884
2475,2019,1,일반의원,동대문패션타운 관광특구,4193954586.0,11,중구,1486455818.9480743
2476,2019,1,네일숍,동대문패션타운 관광특구,183676115.0,15,중구,69463611.8625
2477,2019,1,당구장,동대문패션타운 관광특구,55238623.0,14,중구,14502855.347619047
2478,2019,1,화초,동대문패션타운 관광특구,65328340.0,4,중구,71601480.0
2479,2019,1,완구,동대문패션타운 관광특구,602844438.0,6,중구,542262405.9047619
2480,2019,1,중식음식점,동대문패션타운 관광특구,1021463452.0,34,중구,186851806.1526356
2481,2019,1,패스트푸드점,동대문패션타운 관광특구,542138270.0,26,중구,138461173.87641025
2482,2019,1,문구,동대문패션타운 관광특구,475965752.0,22,중구,106672608.96753247
2483,2019,1,인테리어,동대문패션타운 관광특구,108434948.0,20,중구,31665577.6
2484,2019,1,안경,동대문패션타운 관광특구,2997862628.0,37,중구,320241284.13582814
2485,2019,1,PC방,동대문패션타운 관광특구,57338719.0,4,중구,55719248.8
2486,2019,1,여관,동대문패션타운 관광특구,734884108.0,34,중구,89929853.97058824
2487,2019,1,골프연습장,동대문패션타운 관광특구,150811800.0,6,중구,107279656.5
2488,2019,1,자동차수리,동대문패션타운 관광특구,119319608.0,4,중구,102904537.25
2489,2019,1,한의원,동대문패션타운 관광특구,300806098.0,2,중구,580090399.0
2490,2019,1,고시원,동대문패션타운 관광특구,86625000.0,3,중구,121756250.0
2491,2019,1,커피-음료,동대문패션타운 관광특구,3787614897.0,98,중구,172086254.7836384
2492,2019,1,가전제품,동대문패션타운 관광특구,43028137.0,10,중구,26915068.955555554
2493,2019,1,서적,동대문패션타운 관광특구,2975835279.0,29,중구,256691886.79310346
2494,2019,1,스포츠클럽,동대문패션타운 관광특구,87761114.0,4,중구,338975515.3333333
2495,2019,1,시계및귀금속,동대문패션타운 관광특구,2655079548.0,52,중구,183137153.3606268
2496,2019,1,섬유제품,동대문패션타운 관광특구,2319134161.0,41,중구,196922145.42856076
2497,2019,1,컴퓨터및주변장치판매,동대문패션타운 관광특구,50223637.0,8,중구,21946169.902777776
2498,2019,1,치과의원,동대문패션타운 관광특구,2125913346.0,13,중구,609952500.3012819
2499,2019,1,운동/경기용품,동대문패션타운 관광특구,11489197096.0,132,중구,437969664.4149143
2809,2018,4,여행사,동대문패션타운 관광특구,207390025.0,39,중구,5317692.948717949
2816,2018,4,한복점,동대문패션타운 관광특구,4087328.0,15,중구,272488.5333333333
2819,2018,4,조명용품,동대문패션타운 관광특구,14944724.0,4,중구,3736181.0
2833,2018,4,반찬가게,동대문패션타운 관광특구,44165914.0,19,중구,2324521.789473684
2850,2018,4,유아의류,동대문패션타운 관광특구,1800506244.0,106,중구,16985907.96226415
2853,2018,4,통신기기수리,동대문패션타운 관광특구,4570590.0,3,중구,1523530.0
2855,2018,4,법무사사무소,동대문패션타운 관광특구,16666666.0,4,중구,4166666.5
2859,2018,4,노래방,동대문패션타운 관광특구,32380840.0,7,중구,4625834.285714285
2862,2018,4,부동산중개업,동대문패션타운 관광특구,44439093.0,139,중구,319705.70503597124
2865,2018,4,예술품,동대문패션타운 관광특구,15389196.0,5,중구,3077839.2
3256,2019,1,가구,명동 남대문 북창동 다동 무교동 관광특구,90149851.0,12,중구,50286262.47086246
3257,2019,1,육류판매,명동 남대문 북창동 다동 무교동 관광특구,1227822667.0,15,중구,308800777.87142855
3258,2019,1,편의점,명동 남대문 북창동 다동 무교동 관광특구,14812311745.0,89,중구,738512389.3196691
3259,2019,1,여관,명동 남대문 북창동 다동 무교동 관광특구,3190930173.0,44,중구,367324021.12575126
3260,2019,1,안경,명동 남대문 북창동 다동 무교동 관광특구,14096789610.0,176,중구,306175828.4967999
3261,2019,1,반찬가게,명동 남대문 북창동 다동 무교동 관광특구,8838354421.0,138,중구,306358673.5811261
3262,2019,1,일반의류,명동 남대문 북창동 다동 무교동 관광특구,59893762589.0,3014,중구,94366356.04290313
3263,2019,1,호프-간이주점,명동 남대문 북창동 다동 무교동 관광특구,5680020149.0,81,중구,330699369.07993144
3264,2019,1,가방,명동 남대문 북창동 다동 무교동 관광특구,5523087420.0,226,중구,122874038.51484185
3265,2019,1,조명용품,명동 남대문 북창동 다동 무교동 관광특구,192485788.0,19,중구,36717560.684210524
3266,2019,1,양식음식점,명동 남대문 북창동 다동 무교동 관광특구,8160511776.0,102,중구,320249979.12354845
3267,2019,1,슈퍼마켓,명동 남대문 북창동 다동 무교동 관광특구,12236069204.0,410,중구,123926269.25424258
3268,2019,1,스포츠 강습,명동 남대문 북창동 다동 무교동 관광특구,209592721.0,8,중구,135055152.9888889
3269,2019,1,제과점,명동 남대문 북창동 다동 무교동 관광특구,7062471912.0,73,중구,399755236.60184354
3270,2019,1,분식전문점,명동 남대문 북창동 다동 무교동 관광특구,13136918265.0,231,중구,237239697.87987477
3271,2019,1,스포츠클럽,명동 남대문 북창동 다동 무교동 관광특구,65620731.0,4,중구,669626098.75
3272,2019,1,골프연습장,명동 남대문 북창동 다동 무교동 관광특구,15460114.0,7,중구,50472598.71428572
3273,2019,1,일반의원,명동 남대문 북창동 다동 무교동 관광특구,11274589118.0,72,중구,576534775.0247868
3274,2019,1,세탁소,명동 남대문 북창동 다동 무교동 관광특구,20895267.0,7,중구,29024357.952380955
3275,2019,1,고시원,명동 남대문 북창동 다동 무교동 관광특구,152575174.0,10,중구,46759222.744444445
3276,2019,1,섬유제품,명동 남대문 북창동 다동 무교동 관광특구,929711574.0,50,중구,83886799.73565611
3277,2019,1,외국어학원,명동 남대문 북창동 다동 무교동 관광특구,1033457910.0,10,중구,410131669.0
3278,2019,1,신발,명동 남대문 북창동 다동 무교동 관광특구,5822523677.0,260,중구,139814107.55979347
3279,2019,1,피부관리실,명동 남대문 북창동 다동 무교동 관광특구,1762161915.0,73,중구,109077513.32465753
3280,2019,1,화초,명동 남대문 북창동 다동 무교동 관광특구,2262552076.0,40,중구,175778739.20085767
3281,2019,1,가전제품,명동 남대문 북창동 다동 무교동 관광특구,888114002.0,73,중구,60496758.90565449
3282,2019,1,당구장,명동 남대문 북창동 다동 무교동 관광특구,200714488.0,24,중구,35498299.83833333
3283,2019,1,전자상거래업,명동 남대문 북창동 다동 무교동 관광특구,594238629.0,98,중구,21087609.622649
3284,2019,1,노래방,명동 남대문 북창동 다동 무교동 관광특구,62003297.0,14,중구,22355290.916666664
3285,2019,1,수산물판매,명동 남대문 북창동 다동 무교동 관광특구,169223985.0,32,중구,17823932.237009805
3286,2019,1,컴퓨터및주변장치판매,명동 남대문 북창동 다동 무교동 관광특구,359241510.0,35,중구,43082986.33652055
3287,2019,1,핸드폰,명동 남대문 북창동 다동 무교동 관광특구,265995777.0,18,중구,65909456.17973857
3288,2019,1,한식음식점,명동 남대문 북창동 다동 무교동 관광특구,66410579792.0,658,중구,401476676.2964557
3289,2019,1,의료기기,명동 남대문 북창동 다동 무교동 관광특구,10425175.0,6,중구,34329606.666666664
3290,2019,1,애완동물,명동 남대문 북창동 다동 무교동 관광특구,234318471.0,16,중구,69836906.10416666
3291,2019,1,네일숍,명동 남대문 북창동 다동 무교동 관광특구,330425558.0,29,중구,60514102.44429708
3292,2019,1,커피-음료,명동 남대문 북창동 다동 무교동 관광특구,19435993676.0,276,중구,308114422.047887
3293,2019,1,미용실,명동 남대문 북창동 다동 무교동 관광특구,4182269385.0,85,중구,137791004.125
3294,2019,1,중식음식점,명동 남대문 북창동 다동 무교동 관광특구,6710858944.0,77,중구,346580244.36484563
3295,2019,1,완구,명동 남대문 북창동 다동 무교동 관광특구,62207166.0,6,중구,36057029.0
3296,2019,1,운동/경기용품,명동 남대문 북창동 다동 무교동 관광특구,1148177923.0,72,중구,94425128.45237872
3297,2019,1,가전제품수리,명동 남대문 북창동 다동 무교동 관광특구,7500726.0,10,중구,1501393.0
3298,2019,1,패스트푸드점,명동 남대문 북창동 다동 무교동 관광특구,2970577285.0,59,중구,236250456.1182509
3299,2019,1,청과상,명동 남대문 북창동 다동 무교동 관광특구,8297709261.0,17,중구,720945538.9375
3300,2019,1,철물점,명동 남대문 북창동 다동 무교동 관광특구,34913952.0,12,중구,8738932.583333332
3301,2019,1,화장품,명동 남대문 북창동 다동 무교동 관광특구,45685091324.0,357,중구,405308686.83412695
3302,2019,1,시계및귀금속,명동 남대문 북창동 다동 무교동 관광특구,15637511815.0,243,중구,290397807.08648145
3303,2019,1,치킨전문점,명동 남대문 북창동 다동 무교동 관광특구,1971545252.0,23,중구,370579255.9246377
3304,2019,1,의약품,명동 남대문 북창동 다동 무교동 관광특구,8169340799.0,68,중구,517626302.89181614
3305,2019,1,문구,명동 남대문 북창동 다동 무교동 관광특구,4947706310.0,77,중구,270689935.93922746
3306,2019,1,서적,명동 남대문 북창동 다동 무교동 관광특구,776001307.0,43,중구,57570036.59899251
3307,2019,1,인테리어,명동 남대문 북창동 다동 무교동 관광특구,937892478.0,75,중구,47389142.40341379
3308,2019,1,미곡판매,명동 남대문 북창동 다동 무교동 관광특구,29402439.0,39,중구,4708955.455128205
3309,2019,1,일식음식점,명동 남대문 북창동 다동 무교동 관광특구,10210235531.0,111,중구,368032600.7246269
3310,2019,1,치과의원,명동 남대문 북창동 다동 무교동 관광특구,10103430438.0,70,중구,595730170.3787334
3311,2019,1,한의원,명동 남대문 북창동 다동 무교동 관광특구,2467101066.0,25,중구,376422466.9809687
3677,2018,4,예술품,명동 남대문 북창동 다동 무교동 관광특구,336913802.0,41,중구,8217409.804878049
3682,2018,4,부동산중개업,명동 남대문 북창동 다동 무교동 관광특구,2200690555.0,143,중구,15389444.440559441
3689,2018,4,통신기기수리,명동 남대문 북창동 다동 무교동 관광특구,10215783.0,7,중구,1459397.5714285714
3701,2018,4,일반교습학원,명동 남대문 북창동 다동 무교동 관광특구,1176000000.0,10,중구,117600000.0
3718,2018,4,사진관,명동 남대문 북창동 다동 무교동 관광특구,301509555.0,26,중구,11596521.346153846
3720,2018,4,여행사,명동 남대문 북창동 다동 무교동 관광특구,36924557936.0,564,중구,65469074.35460993
3733,2018,4,유아의류,명동 남대문 북창동 다동 무교동 관광특구,2042062044.0,176,중구,11602625.25
3735,2018,4,법무사사무소,명동 남대문 북창동 다동 무교동 관광특구,508581964.0,81,중구,6278789.679012346
3737,2018,4,독서실,명동 남대문 북창동 다동 무교동 관광특구,14318474.0,2,중구,7159237.0
4060,2019,1,스포츠클럽,이태원 관광특구,394722099.0,3,용산구,788207862.6666667
4061,2019,1,시계및귀금속,이태원 관광특구,390888115.0,16,용산구,113922863.15808824
4062,2019,1,슈퍼마켓,이태원 관광특구,7469401242.0,63,용산구,474728083.9331316
4063,2019,1,핸드폰,이태원 관광특구,2257800.0,6,용산구,17195642.333333336
4064,2019,1,중식음식점,이태원 관광특구,2103779249.0,14,용산구,535602766.52969193
4065,2019,1,서적,이태원 관광특구,1029893163.0,7,용산구,736640956.0357143
4066,2019,1,애완동물,이태원 관광특구,459396.0,3,용산구,10451755.333333332
4067,2019,1,분식전문점,이태원 관광특구,929140111.0,74,용산구,53208161.25264064
4068,2019,1,육류판매,이태원 관광특구,2250562580.0,7,용산구,1072871507.8203125
4069,2019,1,패스트푸드점,이태원 관광특구,2929482809.0,28,용산구,433298109.841133
