,기준_년_코드,기준_분기_코드,서비스_업종_코드_명,상권_코드_명,분기당_매출_금액,점포수,시군구_명,매출/점포수
43788,2019,1,섬유제품,장미원골목시장,28291527.0,2,강북구,191210807.5
43789,2019,1,당구장,장미원골목시장,1394727.0,1,강북구,7845807.0
43790,2019,1,한의원,장미원골목시장,25586369.0,1,강북구,207839558.0
43791,2019,1,문구,장미원골목시장,35077638.0,1,강북구,134656949.0
43792,2019,1,미곡판매,장미원골목시장,60316942.0,2,강북구,166263634.5
43793,2019,1,한식음식점,장미원골목시장,761573762.0,11,강북구,260764634.33333334
43794,2019,1,육류판매,장미원골목시장,731175938.0,9,강북구,334769258.6527778
43795,2019,1,일반의류,장미원골목시장,86116045.0,11,강북구,49085818.051515155
43796,2019,1,청과상,장미원골목시장,161608063.0,5,강북구,194730486.2
43797,2019,1,세탁소,장미원골목시장,7139316.0,1,강북구,34874033.0
43798,2019,1,분식전문점,장미원골목시장,17532006.0,1,강북구,87385898.5
43799,2019,1,수산물판매,장미원골목시장,3801105.0,4,강북구,12367456.75
43800,2019,1,전자상거래업,장미원골목시장,30137937.0,2,강북구,33905179.0
43826,2019,3,자동차수리,장미원골목시장,32740773.0,1,강북구,91993418.0
43848,2019,3,예술학원,장미원골목시장,382253.0,1,강북구,458709.25
43979,2018,4,신발,장미원골목시장,5773481.0,2,강북구,2886740.5
43980,2018,4,서적,장미원골목시장,26251786.0,2,강북구,13125893.0
43987,2018,4,사진관,장미원골목시장,5032977.0,1,강북구,5032977.0
44000,2018,4,일반의원,장미원골목시장,282837097.0,1,강북구,282837097.0
44007,2018,4,중식음식점,장미원골목시장,76934741.0,2,강북구,38467370.5
44058,2019,1,미용실,수유중앙시장,15006040.0,3,강북구,26549148.666666668
44059,2019,1,청과상,수유중앙시장,29619252.0,3,강북구,36647885.666666664
44060,2019,1,문구,수유중앙시장,16176090.0,1,강북구,58980378.0
44061,2019,1,반찬가게,수유중앙시장,123000000.0,3,강북구,164000000.0
44062,2019,1,한식음식점,수유중앙시장,1891954.0,2,강북구,7962401.5
44063,2019,1,슈퍼마켓,수유중앙시장,81000000.0,2,강북구,135000000.0
44064,2019,1,육류판매,수유중앙시장,79089036.0,2,강북구,183328604.0
44120,2018,4,유아의류,수유중앙시장,350956.0,1,강북구,350956.0
44276,2019,1,반찬가게,강북종합시장,543537230.0,6,강북구,392919772.509375
44277,2019,1,일반의류,강북종합시장,127615951.0,6,강북구,96126081.83333334
44278,2019,1,미용실,강북종합시장,24525525.0,4,강북구,28421081.583333332
44279,2019,1,청과상,강북종합시장,648981517.0,22,강북구,130496951.67532468
44280,2019,1,육류판매,강북종합시장,642858688.0,7,강북구,338267989.57142854
44281,2019,1,의약품,강북종합시장,556221069.0,1,강북구,1615150929.766667
44282,2019,1,호프-간이주점,강북종합시장,40555997.0,7,강북구,23531382.285714284
44283,2019,1,분식전문점,강북종합시장,36951917.0,2,강북구,72735646.5
44284,2019,1,일식음식점,강북종합시장,132179743.0,4,강북구,167772276.75
44285,2019,1,커피-음료,강북종합시장,13545916.0,1,강북구,53924817.0
44286,2019,1,한의원,강북종합시장,79471673.0,1,강북구,273490623.0
44287,2019,1,치킨전문점,강북종합시장,26808288.0,5,강북구,16800164.966666665
44288,2019,1,화장품,강북종합시장,13099906.0,3,강북구,19105877.0
44289,2019,1,여관,강북종합시장,14381176.0,2,강북구,16636636.5
44290,2019,1,슈퍼마켓,강북종합시장,977898137.0,3,강북구,1244697103.6855392
44291,2019,1,신발,강북종합시장,7561608.0,1,강북구,32627694.0
44292,2019,1,섬유제품,강북종합시장,43747933.0,2,강북구,141290049.0
44293,2019,1,수산물판매,강북종합시장,9837821.0,3,강북구,41111678.66666667
44294,2019,1,노래방,강북종합시장,55500493.0,4,강북구,40881887.75
44295,2019,1,한식음식점,강북종합시장,233646694.0,14,강북구,69857481.64285713
44296,2019,1,의료기기,강북종합시장,21714047.0,2,강북구,52196802.5
44297,2019,1,시계및귀금속,강북종합시장,20118649.0,1,강북구,78586751.0
44298,2019,1,일반의원,강북종합시장,92866437.0,1,강북구,459965768.0
44319,2019,2,피부관리실,강북종합시장,2386954.0,1,강북구,7102077.666666666
44341,2019,3,고시원,강북종합시장,51000000.0,3,강북구,34000000.0
44466,2018,4,인테리어,강북종합시장,185538.0,4,강북구,46384.5
44650,2019,1,일반의류,우이시장,16222559.0,5,강북구,18389503.0
44651,2019,1,호프-간이주점,우이시장,60977344.0,3,강북구,107490611.66666666
44652,2019,1,예술학원,우이시장,2181549.0,1,강북구,6943922.0
44653,2019,1,스포츠 강습,우이시장,17287762.0,1,강북구,60812374.0
44654,2019,1,섬유제품,우이시장,5274156.0,3,강북구,2233367.0
44655,2019,1,청과상,우이시장,298448898.0,5,강북구,105052992.4
44656,2019,1,미용실,우이시장,79628247.0,9,강북구,38307910.11111112
44657,2019,1,의약품,우이시장,264319099.0,3,강북구,389461936.6666666
44658,2019,1,육류판매,우이시장,510931483.0,8,강북구,246631219.25
44659,2019,1,치킨전문점,우이시장,66290987.0,3,강북구,94889396.33333333
44660,2019,1,일반의원,우이시장,131531547.0,2,강북구,249966067.5
44661,2019,1,중식음식점,우이시장,6840834.0,2,강북구,44707147.5
44662,2019,1,수산물판매,우이시장,11301099.0,2,강북구,22951212.0
44663,2019,1,편의점,우이시장,305144011.0,1,강북구,1288861704.0
44664,2019,1,화초,우이시장,9211928.0,3,강북구,14762639.0
44665,2019,1,화장품,우이시장,12965127.0,6,강북구,9669611.0
44666,2019,1,외국어학원,우이시장,185051151.0,2,강북구,262399689.0
44667,2019,1,슈퍼마켓,우이시장,1579881656.0,5,강북구,1244697103.6855392
44668,2019,1,반찬가게,우이시장,13620368.0,5,강북구,16851958.6
44669,2019,1,분식전문점,우이시장,4424977.0,3,강북구,26346376.666666668
44670,2019,1,노래방,우이시장,20983186.0,3,강북구,35500062.666666664
44671,2019,1,자동차수리,우이시장,5864722.0,2,강북구,14193105.0
44672,2019,1,인테리어,우이시장,7644243.0,2,강북구,30778895.833333336
44673,2019,1,당구장,우이시장,601423.0,1,강북구,19982501.0
44674,2019,1,철물점,우이시장,251644.0,3,강북구,1084464.6666666667
44675,2019,1,자동차미용,우이시장,41089536.0,1,강북구,144398892.0
44676,2019,1,문구,우이시장,6114057.0,1,강북구,18507142.0
44677,2019,1,가구,우이시장,12938641.0,1,강북구,43538811.0
44678,2019,1,한식음식점,우이시장,1138549201.0,21,강북구,232583998.1942356
44866,2018,4,일반교습학원,우이시장,152813611.0,3,강북구,50937870.333333336
44871,2018,4,핸드폰,우이시장,863502.0,3,강북구,287834.0
45143,2019,1,반찬가게,수유전통시장,862915429.0,22,강북구,156413199.66544327
45144,2019,1,일반교습학원,수유전통시장,44781554.0,1,강북구,207467339.0
45145,2019,1,안경,수유전통시장,4017467.0,1,강북구,26314991.0
45146,2019,1,시계및귀금속,수유전통시장,250272861.0,4,강북구,279202253.5
45147,2019,1,완구,수유전통시장,12454041.0,2,강북구,30526171.0
45148,2019,1,피부관리실,수유전통시장,1442810.0,4,강북구,4250251.25
45149,2019,1,분식전문점,수유전통시장,295666841.0,16,강북구,86058867.94642857
45150,2019,1,일반의류,수유전통시장,1778144345.0,51,강북구,189927190.7086835
45151,2019,1,슈퍼마켓,수유전통시장,2488961746.0,9,강북구,1099706597.1222222
45152,2019,1,커피-음료,수유전통시장,24796445.0,1,강북구,132180016.0
45153,2019,1,가구,수유전통시장,124806018.0,3,강북구,151627729.6666667
45154,2019,1,양식음식점,수유전통시장,11049690.0,2,강북구,20567209.5
45155,2019,1,스포츠 강습,수유전통시장,6503650.0,2,강북구,31348728.0
45156,2019,1,여관,수유전통시장,50921853.0,6,강북구,44392244.7
45157,2019,1,애완동물,수유전통시장,15004554.0,3,강북구,43727462.66666667
45158,2019,1,미곡판매,수유전통시장,9623413.0,2,강북구,24374755.0
45159,2019,1,육류판매,수유전통시장,2522408824.0,14,강북구,669409223.1098901
45160,2019,1,인테리어,수유전통시장,107780787.0,7,강북구,85925756.0
45161,2019,1,철물점,수유전통시장,11044420.0,1,강북구,51787998.0
45162,2019,1,일반의원,수유전통시장,1749770241.0,6,강북구,1234076216.1666667
45163,2019,1,청과상,수유전통시장,1185070734.0,25,강북구,260779802.76384616
45164,2019,1,미용실,수유전통시장,53025720.0,3,강북구,85382819.66666667
45165,2019,1,가방,수유전통시장,4071608.0,2,강북구,16109683.0
45166,2019,1,가전제품,수유전통시장,84670697.0,3,강북구,175026104.83333334
45167,2019,1,핸드폰,수유전통시장,1535322.0,4,강북구,3028040.05
45168,2019,1,섬유제품,수유전통시장,158183690.0,11,강북구,90906170.81818181
45169,2019,1,수산물판매,수유전통시장,1736700073.0,21,강북구,475219256.7056277
45170,2019,1,한의원,수유전통시장,83199835.0,3,강북구,97000651.0
45171,2019,1,화장품,수유전통시장,279020252.0,10,강북구,118096708.76565656
45172,2019,1,네일숍,수유전통시장,2918122.0,3,강북구,5176094.0
45173,2019,1,화초,수유전통시장,48176024.0,3,강북구,91249187.33333333
45174,2019,1,의약품,수유전통시장,954005004.0,7,강북구,553083205.4285715
45175,2019,1,한식음식점,수유전통시장,1616704379.0,39,강북구,160886705.24358976
45176,2019,1,호프-간이주점,수유전통시장,22257202.0,3,강북구,52296250.0
45177,2019,1,치과의원,수유전통시장,619960105.0,4,강북구,723087690.0
45178,2019,1,노래방,수유전통시장,63267423.0,3,강북구,84450785.33333333
45179,2019,1,신발,수유전통시장,52748976.0,3,강북구,109045309.66666669
45180,2019,1,예술학원,수유전통시장,5943776.0,1,강북구,43584806.0
45204,2019,2,PC방,수유전통시장,2012072.0,1,강북구,33241469.0
45420,2018,4,스포츠클럽,수유전통시장,25487758.0,2,강북구,12743879.0
45446,2018,4,유아의류,수유전통시장,72471080.0,6,강북구,12078513.333333334
45453,2018,4,한복점,수유전통시장,8605159.0,4,강북구,2151289.75
45640,2019,1,일반교습학원,번동북부골목시장,6418310.0,1,강북구,190364960.0
45641,2019,1,분식전문점,번동북부골목시장,40755504.0,3,강북구,72482362.25
45642,2019,1,일반의류,번동북부골목시장,15441292.0,11,강북구,25285615.29090909
45643,2019,1,슈퍼마켓,번동북부골목시장,1619088977.0,3,강북구,1244697103.6855392
45644,2019,1,애완동물,번동북부골목시장,7664841.0,1,강북구,35554890.0
45645,2019,1,화초,번동북부골목시장,40917337.0,2,강북구,60833695.0
45646,2019,1,안경,번동북부골목시장,27324459.0,2,강북구,57091956.5
45647,2019,1,인테리어,번동북부골목시장,19479.0,4,강북구,161087094.7083333
45648,2019,1,의약품,번동북부골목시장,150781974.0,1,강북구,660571269.0
45649,2019,1,한식음식점,번동북부골목시장,371254063.0,14,강북구,96626442.00735931
45650,2019,1,세탁소,번동북부골목시장,9548861.0,2,강북구,16133146.5
45651,2019,1,문구,번동북부골목시장,3412612.0,2,강북구,7473261.5
45652,2019,1,제과점,번동북부골목시장,6031484.0,2,강북구,19849065.0
45653,2019,1,호프-간이주점,번동북부골목시장,137364795.0,5,강북구,166608267.93333334
45654,2019,1,수산물판매,번동북부골목시장,38010688.0,3,강북구,76266271.5
45655,2019,1,시계및귀금속,번동북부골목시장,8683691.0,2,강북구,85951456.5
45656,2019,1,일반의원,번동북부골목시장,50633205.0,1,강북구,198791498.0
45657,2019,1,핸드폰,번동북부골목시장,807814.0,5,강북구,2092579.2000000002
45658,2019,1,네일숍,번동북부골목시장,1183260.0,1,강북구,10970409.0
45659,2019,1,편의점,번동북부골목시장,75283551.0,1,강북구,350517265.0
45660,2019,1,스포츠 강습,번동북부골목시장,11344051.0,2,강북구,13950033.0
45661,2019,1,반찬가게,번동북부골목시장,60000000.0,4,강북구,60000000.0
45662,2019,1,청과상,번동북부골목시장,129468806.0,3,강북구,208999918.33333334
45663,2019,1,화장품,번동북부골목시장,9736513.0,2,강북구,17231154.666666664
45664,2019,1,커피-음료,번동북부골목시장,1171348.0,2,강북구,1907811.0
45665,2019,1,철물점,번동북부골목시장,2319671.0,2,강북구,2253562.0
45666,2019,1,육류판매,번동북부골목시장,502098537.0,2,강북구,1005320503.0
45667,2019,1,미용실,번동북부골목시장,138677215.0,9,강북구,55583913.11111111
45668,2019,1,예술학원,번동북부골목시장,63833085.0,3,강북구,91828017.66666667
45669,2019,1,노래방,번동북부골목시장,13693068.0,1,강북구,23551271.0
45681,2019,2,섬유제품,번동북부골목시장,4920560.0,4,강북구,4543011.083333333
45874,2018,4,피부관리실,번동북부골목시장,2269172.0,1,강북구,2269172.0
46077,2019,1,한의원,솔샘시장,388272739.0,2,강북구,728913304.0048077
46078,2019,1,패스트푸드점,솔샘시장,211984201.0,2,강북구,416253136.0
46079,2019,1,육류판매,솔샘시장,221984540.0,5,강북구,166785674.6
46080,2019,1,섬유제품,솔샘시장,17050639.0,1,강북구,53029948.5
46081,2019,1,중식음식점,솔샘시장,5079936.0,2,강북구,8144167.0
46082,2019,1,PC방,솔샘시장,106637097.0,1,강북구,356234168.0
46083,2019,1,호프-간이주점,솔샘시장,153169474.0,3,강북구,208465577.3333333
46084,2019,1,스포츠 강습,솔샘시장,14976183.0,3,강북구,34323661.666666664
46085,2019,1,청과상,솔샘시장,42493167.0,3,강북구,59927676.16666667
46086,2019,1,일반의류,솔샘시장,327211429.0,5,강북구,287414687.56410253
46087,2019,1,화장품,솔샘시장,159021176.0,2,강북구,349344033.5
46088,2019,1,외국어학원,솔샘시장,28407084.0,3,강북구,29771243.0
46089,2019,1,한식음식점,솔샘시장,1084122224.0,27,강북구,164247226.5185185
46090,2019,1,시계및귀금속,솔샘시장,128897534.0,4,강북구,145966371.75
46091,2019,1,핸드폰,솔샘시장,50155752.0,2,강북구,143724379.0
46092,2019,1,분식전문점,솔샘시장,354376725.0,7,강북구,244166072.88095242
46093,2019,1,예술학원,솔샘시장,6063095.0,2,강북구,6852526.5
46094,2019,1,치과의원,솔샘시장,96657808.0,1,강북구,504874218.0
46095,2019,1,당구장,솔샘시장,27803729.0,2,강북구,66333144.0
46096,2019,1,의약품,솔샘시장,928716149.0,5,강북구,799595339.4000001
46097,2019,1,세탁소,솔샘시장,8610048.0,1,강북구,28293402.0
46098,2019,1,안경,솔샘시장,29475206.0,2,강북구,80624447.0
46099,2019,1,미용실,솔샘시장,34744722.0,3,강북구,58326661.0
46100,2019,1,노래방,솔샘시장,34637477.0,3,강북구,45975639.33333333
46101,2019,1,신발,솔샘시장,2392283.0,2,강북구,9542184.5
46102,2019,1,슈퍼마켓,솔샘시장,51000000.0,3,강북구,63750000.0
46103,2019,1,일반의원,솔샘시장,280337452.0,2,강북구,672234240.1666666
46104,2019,1,반찬가게,솔샘시장,14317003.0,4,강북구,8458760.3
46105,2019,1,수산물판매,솔샘시장,254458479.0,4,강북구,318339628.05
46113,2019,2,피부관리실,솔샘시장,6513238.0,2,강북구,14064745.5
46283,2018,4,제과점,솔샘시장,14043280.0,1,강북구,14043280.0
46540,2019,1,인테리어,숭인시장,351268.0,3,강북구,11377174.333333334
46541,2019,1,문구,숭인시장,107399948.0,1,강북구,405162874.0
46542,2019,1,분식전문점,숭인시장,233461561.0,5,강북구,180796963.25714287
46543,2019,1,노래방,숭인시장,44705470.0,2,강북구,86502786.5
46544,2019,1,일반의류,숭인시장,542984731.0,18,강북구,142720545.08771932
46545,2019,1,서적,숭인시장,68277104.0,1,강북구,188347931.5
46546,2019,1,호프-간이주점,숭인시장,225087518.0,7,강북구,218073430.52380952
46547,2019,1,미용실,숭인시장,259452761.0,4,강북구,137791004.125
46548,2019,1,당구장,숭인시장,13429786.0,1,강북구,44810963.0
46549,2019,1,육류판매,숭인시장,138562358.0,4,강북구,171661391.0
46550,2019,1,조명용품,숭인시장,5851236.0,1,강북구,156130936.0
46551,2019,1,스포츠클럽,숭인시장,16002178.0,2,강북구,186206227.5
46552,2019,1,의약품,숭인시장,732592211.0,3,강북구,1046864291.5
46553,2019,1,일반의원,숭인시장,1002335233.0,6,강북구,854065977.1666667
46554,2019,1,편의점,숭인시장,272936996.0,1,강북구,1101422256.0
46555,2019,1,중식음식점,숭인시장,84000000.0,1,강북구,332361709.0
46556,2019,1,한의원,숭인시장,353251224.0,5,강북구,238489809.4
46557,2019,1,화장품,숭인시장,736907297.0,7,강북구,405308686.83412695
46558,2019,1,슈퍼마켓,숭인시장,227727104.0,8,강북구,154148736.78968254
46559,2019,1,치과의원,숭인시장,629158167.0,5,강북구,471646100.8
46560,2019,1,시계및귀금속,숭인시장,19583069.0,2,강북구,77803541.0
46561,2019,1,가방,숭인시장,5020819.0,1,강북구,20547208.0
46562,2019,1,스포츠 강습,숭인시장,10890517.0,2,강북구,64418849.5
46563,2019,1,한식음식점,숭인시장,1055665753.0,34,강북구,124695372.04290256
46564,2019,1,치킨전문점,숭인시장,226954035.0,4,강북구,428638257.6666667
46565,2019,1,의료기기,숭인시장,33316619.0,2,강북구,84207756.5
46566,2019,1,수산물판매,숭인시장,23794992.0,2,강북구,55941838.5
46567,2019,1,커피-음료,숭인시장,102955958.0,4,강북구,99625213.0
46568,2019,1,양식음식점,숭인시장,46576301.0,1,강북구,246037012.0
46569,2019,1,여관,숭인시장,4108696.0,1,강북구,14156045.0
46570,2019,1,신발,숭인시장,725264473.0,6,강북구,209270061.375
46780,2018,4,미곡판매,숭인시장,17641456.0,2,강북구,8820728.0
46799,2018,4,제과점,숭인시장,26082203.0,3,강북구,8694067.666666666
46804,2018,4,청과상,숭인시장,77955535.0,1,강북구,77955535.0
46809,2018,4,반찬가게,숭인시장,2812523.0,2,강북구,1406261.5
46812,2018,4,핸드폰,숭인시장,7220651.0,5,강북구,1444130.2
47058,2019,1,골프연습장,방천골목시장,12215502.0,1,강북구,47033981.0
47059,2019,1,미용실,방천골목시장,46192772.0,13,강북구,18495581.076923076
47060,2019,1,당구장,방천골목시장,5423804.0,3,강북구,17991984.0
47061,2019,1,슈퍼마켓,방천골목시장,950601546.0,3,강북구,1244697103.6855392
47062,2019,1,조명용품,방천골목시장,42157756.0,2,강북구,68041900.5
47063,2019,1,한식음식점,방천골목시장,4962812528.0,54,강북구,360064589.7713138
47064,2019,1,스포츠 강습,방천골목시장,10546390.0,3,강북구,22243891.999999996
47065,2019,1,화장품,방천골목시장,33059626.0,5,강북구,58363790.599999994
47066,2019,1,제과점,방천골목시장,150677936.0,2,강북구,212260605.0
47067,2019,1,커피-음료,방천골목시장,41498748.0,2,강북구,70371059.0
47068,2019,1,핸드폰,방천골목시장,6599295.0,4,강북구,48489306.75
47069,2019,1,노래방,방천골목시장,190138832.0,13,강북구,54982410.92307693
47070,2019,1,스포츠클럽,방천골목시장,95189662.0,1,강북구,464644107.0
47071,2019,1,일반의류,방천골목시장,20845157.0,9,강북구,42405202.3
47072,2019,1,호프-간이주점,방천골목시장,1409195706.0,22,강북구,264800278.04885375
47073,2019,1,수산물판매,방천골목시장,151935534.0,1,강북구,720119802.5
47074,2019,1,애완동물,방천골목시장,42378367.0,1,강북구,163440836.0
47075,2019,1,외국어학원,방천골목시장,143458639.0,1,강북구,485384487.0
47076,2019,1,분식전문점,방천골목시장,131191667.0,10,강북구,49176590.725
47077,2019,1,의약품,방천골목시장,215192676.0,1,강북구,921568216.0
47078,2019,1,가구,방천골목시장,2412672.0,2,강북구,16217165.0
47079,2019,1,한의원,방천골목시장,46683415.0,2,강북구,192146028.0
47080,2019,1,시계및귀금속,방천골목시장,10427465.0,2,강북구,50178443.5
47081,2019,1,안경,방천골목시장,25984310.0,1,강북구,134353551.0
47082,2019,1,일식음식점,방천골목시장,37127693.0,6,강북구,28838631.666666668
47083,2019,1,치킨전문점,방천골목시장,83741701.0,7,강북구,42512843.33928572
47084,2019,1,철물점,방천골목시장,4487226.0,1,강북구,19061562.0
47085,2019,1,미곡판매,방천골목시장,6361409108.0,1,강북구,702096488.3333335
47086,2019,1,편의점,방천골목시장,815470042.0,3,강북구,1263232040.0
47087,2019,1,청과상,방천골목시장,193594009.0,3,강북구,343824997.6666667
47088,2019,1,세탁소,방천골목시장,26587871.0,2,강북구,49241404.5
47089,2019,1,육류판매,방천골목시장,1218539181.0,6,강북구,818144351.6
47090,2019,1,패스트푸드점,방천골목시장,114710679.0,2,강북구,222144786.5
47091,2019,1,신발,방천골목시장,58883029.0,1,강북구,209270061.375
47092,2019,1,일반의원,방천골목시장,68354070.0,3,강북구,113156877.66666666
47321,2018,4,피부관리실,방천골목시장,306997.0,3,강북구,102332.33333333333
47324,2018,4,중식음식점,방천골목시장,48034487.0,1,강북구,48034487.0
47339,2018,4,네일숍,방천골목시장,11822990.0,1,강북구,11822990.0
47340,2018,4,양식음식점,방천골목시장,8892241.0,1,강북구,8892241.0
47344,2018,4,PC방,방천골목시장,127886244.0,1,강북구,127886244.0
47508,2019,1,한식음식점,동북시장,216223769.0,6,강북구,127217959.0
47509,2019,1,미용실,동북시장,9934617.0,3,강북구,17064273.833333332
47510,2019,1,일반의류,동북시장,32620478.0,6,강북구,24810522.166666668
47511,2019,1,의약품,동북시장,666183283.0,3,강북구,951448738.0
47512,2019,1,노래방,동북시장,33264276.0,3,강북구,33580296.666666664
47513,2019,1,치과의원,동북시장,205813882.0,3,강북구,277109114.3333333
47514,2019,1,당구장,동북시장,13383817.0,2,강북구,27365664.5
47515,2019,1,육류판매,동북시장,942761989.0,4,강북구,918286279.0
47516,2019,1,화초,동북시장,17621398.0,1,강북구,101132834.0
47517,2019,1,제과점,동북시장,53837713.0,1,강북구,210397919.0
47518,2019,1,호프-간이주점,동북시장,9911765.0,1,강북구,34034167.0
47519,2019,1,수산물판매,동북시장,23389686.0,2,강북구,131194261.5
47520,2019,1,가방,동북시장,7420626.0,1,강북구,40271514.0
47521,2019,1,화장품,동북시장,58278853.0,8,강북구,35846939.625
47522,2019,1,한의원,동북시장,125278294.0,2,강북구,298304376.5
47523,2019,1,피부관리실,동북시장,4610837.0,3,강북구,10470713.0
47524,2019,1,일반의원,동북시장,824678237.0,7,강북구,497294690.0
47525,2019,1,반찬가게,동북시장,91243654.0,2,강북구,128617197.66666667
47526,2019,1,섬유제품,동북시장,12156562.0,1,강북구,43826177.0
47527,2019,1,안경,동북시장,17671440.0,1,강북구,43724112.0
47528,2019,1,패스트푸드점,동북시장,119604330.0,2,강북구,255077756.0
47529,2019,1,네일숍,동북시장,14144126.0,1,강북구,51883672.0
47530,2019,1,PC방,동북시장,193287333.0,3,강북구,226938447.33333334
47531,2019,1,골프연습장,동북시장,45874524.0,1,강북구,157694006.0
47532,2019,1,편의점,동북시장,260408707.0,1,강북구,1145004003.0
47698,2018,4,독서실,동북시장,7414018.0,1,강북구,7414018.0
47711,2018,4,사진관,동북시장,27376893.0,1,강북구,27376893.0
47843,2019,1,한식음식점,석관황금시장,288233492.0,18,성북구,65510579.162499994
47844,2019,1,섬유제품,석관황금시장,34477068.0,4,성북구,48138656.75
47845,2019,1,중식음식점,석관황금시장,20759434.0,1,성북구,56110842.0
47846,2019,1,조명용품,석관황금시장,5696769.0,1,성북구,17610804.0
47847,2019,1,수산물판매,석관황금시장,425055017.0,4,성북구,307881142.35
47848,2019,1,화장품,석관황금시장,9576206.0,1,성북구,51148493.0
47849,2019,1,제과점,석관황금시장,2721506.0,2,성북구,9034465.0
47850,2019,1,호프-간이주점,석관황금시장,841758.0,3,성북구,3074301.3333333335
47851,2019,1,스포츠 강습,석관황금시장,3669042.0,1,성북구,27224252.0
47852,2019,1,피부관리실,석관황금시장,1267606.0,1,성북구,8090579.0
47853,2019,1,슈퍼마켓,석관황금시장,89551034.0,3,성북구,99637852.0
47854,2019,1,신발,석관황금시장,3253382.0,2,성북구,8489705.0
47855,2019,1,미용실,석관황금시장,11655381.0,5,성북구,10939225.333333332
47856,2019,1,청과상,석관황금시장,207555499.0,4,성북구,239326039.5
47857,2019,1,자동차수리,석관황금시장,38832858.0,2,성북구,74187888.5
47858,2019,1,치킨전문점,석관황금시장,1973451.0,3,성북구,2125372.0
47859,2019,1,여관,석관황금시장,85403677.0,3,성북구,114086040.0
47860,2019,1,일반의류,석관황금시장,4584906.0,6,성북구,19433493.0
47861,2019,1,육류판매,석관황금시장,857892982.0,6,성북구,503039548.3333333
47862,2019,1,의약품,석관황금시장,74252695.0,2,성북구,147258379.5
47863,2019,1,분식전문점,석관황금시장,144485324.0,4,성북구,160978518.75
47864,2019,1,반찬가게,석관황금시장,2855580.0,2,성북구,8455614.0
48063,2019,1,일반의류,석관시장,8503965.0,1,성북구,22067793.0
48064,2019,1,한식음식점,석관시장,202279196.0,2,성북구,455378087.0
48065,2019,1,노래방,석관시장,6456262.0,1,성북구,19009056.0
48066,2019,1,화장품,석관시장,58449212.0,6,성북구,98339047.79606625
48067,2019,1,인테리어,석관시장,25798905.0,6,성북구,47865884.25
48068,2019,1,골프연습장,석관시장,33552321.0,1,성북구,103975806.0
48069,2019,1,커피-음료,석관시장,11954088.0,1,성북구,40337721.0
48070,2019,1,반찬가게,석관시장,204000000.0,1,성북구,392919772.509375
48071,2019,1,안경,석관시장,33917623.0,1,성북구,124859220.0
48072,2019,1,미용실,석관시장,11961982.0,1,성북구,72331855.0
48086,2019,3,여관,석관시장,2920061.0,1,성북구,5738989.0
48141,2018,4,청과상,석관시장,92602533.0,1,성북구,92602533.0
48167,2019,1,미용실,새석관시장,1188610.0,2,성북구,5638774.0
48185,2018,4,문구,새석관시장,82366078.0,2,성북구,41183039.0
48187,2018,4,일반교습학원,새석관시장,57637962.0,1,성북구,57637962.0
48188,2018,4,섬유제품,새석관시장,61094998.0,4,성북구,15273749.5
48317,2019,1,슈퍼마켓,장위전통시장,622641491.0,4,성북구,654152162.4
48318,2019,1,미용실,장위전통시장,77181590.0,8,성북구,45810252.32738095
48319,2019,1,미곡판매,장위전통시장,17744844.0,2,성북구,38883544.0
48320,2019,1,컴퓨터및주변장치판매,장위전통시장,20902808.0,1,성북구,64992562.0
48321,2019,1,한식음식점,장위전통시장,473274559.0,12,성북구,151918228.01923075
48322,2019,1,호프-간이주점,장위전통시장,13873864.0,2,성북구,43188953.5
48323,2019,1,시계및귀금속,장위전통시장,154639036.0,3,성북구,211518650.6666667
48324,2019,1,인테리어,장위전통시장,25809005.0,5,성북구,16083680.599999998
48325,2019,1,일반교습학원,장위전통시장,7257444.0,1,성북구,69765184.0
48326,2019,1,육류판매,장위전통시장,1179671475.0,13,성북구,355595242.84615386
48327,2019,1,자동차수리,장위전통시장,29992768.0,1,성북구,214758295.0
48328,2019,1,반찬가게,장위전통시장,75756525.0,10,성북구,27375421.888888888
48329,2019,1,완구,장위전통시장,34608887.0,2,성북구,77426303.0
48330,2019,1,커피-음료,장위전통시장,7516200.0,2,성북구,25459127.5
48331,2019,1,일반의원,장위전통시장,169006042.0,1,성북구,886957727.0
48332,2019,1,가구,장위전통시장,115914950.0,1,성북구,386106793.0
48333,2019,1,가전제품,장위전통시장,96698174.0,2,성북구,137642532.5
48334,2019,1,노래방,장위전통시장,14502608.0,2,성북구,29127275.5
48335,2019,1,수산물판매,장위전통시장,312571582.0,11,성북구,179193748.58181816
48336,2019,1,안경,장위전통시장,17442833.0,2,성북구,34756619.0
48337,2019,1,의약품,장위전통시장,158997630.0,2,성북구,326345453.8333333
48338,2019,1,섬유제품,장위전통시장,64630289.0,6,성북구,35040362.833333336
48339,2019,1,분식전문점,장위전통시장,55067656.0,8,성북구,49980613.79563492
48340,2019,1,신발,장위전통시장,14697193.0,2,성북구,37192488.5
48341,2019,1,화장품,장위전통시장,25666001.0,5,성북구,36131495.45
48342,2019,1,일반의류,장위전통시장,240040089.0,19,성북구,66752378.14593302
48343,2019,1,패스트푸드점,장위전통시장,23307804.0,1,성북구,89515983.0
48344,2019,1,제과점,장위전통시장,22320375.0,3,성북구,39302718.5
48345,2019,1,청과상,장위전통시장,181999201.0,12,성북구,64682822.323426574
