,기준 년코드,기준_분기_코드,상권_구분_코드, 상권_구분_코드_명,상권_코드,상권_코드_명,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,행정동_코드,행정구_명
346,2021,1분기,R,전통시장,1001410,대원종합시장,45123,20743,24379,6906,5588,6715,6969,6934,12012,6994,8026,6291,7713,10533,5567,6393,6309,6373,6284,6290,6808,6669,185547,449458,11500,11500560,강서구
347,2020,4분기,R,전통시장,1001410,대원종합시장,45271,20606,24665,6982,5671,6926,6837,6794,12060,7044,8076,6250,7717,10599,5587,6425,6299,6340,6313,6348,6811,6735,185547,449458,11500,11500560,강서구
348,2021,3분기,R,전통시장,1001409,화곡중앙골목시장,247475,110180,137296,41170,28855,38106,36743,35781,66820,52362,43531,30142,34118,51454,35869,34835,34997,34640,33867,34341,37681,37115,185783,448352,11500,11500540,강서구
349,2021,2분기,R,전통시장,1001409,화곡중앙골목시장,226930,100570,126360,37844,26398,34744,33310,32610,62022,53142,40727,26167,29285,44501,33108,31850,31827,32081,31708,31630,33893,33939,185783,448352,11500,11500540,강서구
350,2021,1분기,R,전통시장,1001409,화곡중앙골목시장,224023,96716,127308,37159,26315,34075,32990,32810,60675,59654,43672,24830,25860,38607,31401,31757,31412,31203,31470,31620,33075,33487,185783,448352,11500,11500540,강서구
351,2020,4분기,R,전통시장,1001409,화곡중앙골목시장,202386,86045,116339,35763,22403,30004,30472,29284,54458,52722,38810,22912,24240,35736,27965,28703,28311,27974,28220,28555,30232,30388,185783,448352,11500,11500540,강서구
352,2021,3분기,R,전통시장,1001408,신월중앙시장,40260,18577,21683,5901,6386,7269,7224,5645,7836,5456,7466,7206,7580,8763,3788,5767,5801,5831,5875,6036,5817,5131,186247,451047,11500,11500535,강서구
353,2021,2분기,R,전통시장,1001408,신월중앙시장,31682,14583,17099,4503,5333,5820,5553,4453,6021,1923,5552,6672,7152,8026,2358,4528,4558,4694,4647,4616,4556,4083,186247,451047,11500,11500535,강서구
354,2021,1분기,R,전통시장,1001408,신월중앙시장,30893,14161,16732,4211,5032,5845,5372,4348,6082,2003,5411,6368,6963,7773,2373,4404,4471,4614,4484,4380,4494,4047,186247,451047,11500,11500535,강서구
355,2020,4분기,R,전통시장,1001408,신월중앙시장,32109,14749,17360,4472,5363,6041,5428,4515,6289,2313,5624,6488,7064,8008,2613,4610,4679,4849,4561,4565,4664,4181,186247,451047,11500,11500535,강서구
356,2021,3분기,R,전통시장,1001407,등마루시장,37510,17333,20178,5875,5670,8186,6253,4375,7153,11036,7640,4188,4071,5517,5057,5364,5302,5374,5310,5318,5378,5466,187644,450807,11500,11500520,강서구
357,2021,2분기,R,전통시장,1001407,등마루시장,37910,17460,20451,5761,5675,8345,6232,4621,7277,11419,7733,4157,3971,5481,5149,5411,5370,5460,5338,5339,5423,5569,187644,450807,11500,11500520,강서구
358,2021,1분기,R,전통시장,1001407,등마루시장,36689,16995,19694,5491,5661,8121,5996,4392,7027,11291,7303,3946,3820,5277,5053,5243,5219,5262,5174,5209,5232,5348,187644,450807,11500,11500520,강서구
359,2020,4분기,R,전통시장,1001407,등마루시장,38013,17306,20706,5190,5949,8657,5902,4608,7706,12454,7743,3917,3710,4998,5191,5488,5489,5511,5479,5424,5227,5394,187644,450807,11500,11500520,강서구
360,2021,3분기,R,전통시장,1001406,신정3동골목시장,200351,93848,106504,37550,22610,22640,34425,34445,48681,31184,36491,29110,32798,45504,25265,29286,28618,29096,29499,30017,27858,25977,187005,446592,11470,11470640,양천구
361,2021,2분기,R,전통시장,1001406,신정3동골목시장,228185,107656,120531,43356,24788,25322,38888,39127,56706,36012,41712,32653,36755,51920,29136,32745,32998,33362,33130,33196,32669,30086,187005,446592,11470,11470640,양천구
362,2021,1분기,R,전통시장,1001406,신정3동골목시장,208425,98583,109842,38293,21983,23768,35804,36144,52435,32184,37980,31055,35330,47139,24736,29727,30412,30569,30434,30321,29702,27260,187005,446592,11470,11470640,양천구
363,2020,4분기,R,전통시장,1001406,신정3동골목시장,183423,88847,94575,30192,19583,21737,31349,32046,48516,25193,33846,28961,32331,41671,21422,26982,27569,27176,26762,27205,25201,22530,187005,446592,11470,11470640,양천구
364,2021,3분기,R,전통시장,1001405,신정2동골목시장,191418,88844,102572,40173,25208,20314,31481,32634,41610,50941,37702,22055,21998,32733,25988,26611,25762,26527,25788,26149,30431,30149,189085,446859,11470,11470630,양천구
365,2021,2분기,R,전통시장,1001405,신정2동골목시장,240003,109793,130210,51214,29573,25450,39841,39327,54598,58753,45117,29048,30386,44250,32447,33199,32885,33192,32635,33618,36768,37707,189085,446859,11470,11470630,양천구
366,2021,1분기,R,전통시장,1001405,신정2동골목시장,233019,107599,125421,50255,30173,25735,36745,38055,52059,54036,45980,30137,31068,43508,28292,32058,31830,32107,31700,31957,36565,36803,189085,446859,11470,11470630,양천구
367,2020,4분기,R,전통시장,1001405,신정2동골목시장,219855,101792,118063,50595,28120,22326,34863,35847,48104,51373,42552,27949,29195,41457,27328,30245,29459,29820,30118,30805,34447,34963,189085,446859,11470,11470630,양천구
368,2021,3분기,R,전통시장,1001404,신정제일시장,23513,11095,12416,3963,3058,3169,4002,3819,5503,3235,4448,3860,3943,5226,2800,3310,3317,3401,3365,3437,3501,3182,187123,446835,11470,11470620,양천구
369,2021,2분기,R,전통시장,1001404,신정제일시장,22466,10488,11978,3636,2881,3090,3796,3661,5402,2914,4310,3751,3843,5049,2600,3163,3164,3220,3157,3252,3381,3130,187123,446835,11470,11470620,양천구
370,2021,1분기,R,전통시장,1001404,신정제일시장,22831,10809,12023,3674,2964,3096,3891,3804,5404,2841,4409,3901,4008,5131,2542,3248,3258,3277,3236,3313,3406,3096,187123,446835,11470,11470620,양천구
371,2020,4분기,R,전통시장,1001404,신정제일시장,24701,11724,12978,3775,3164,3301,4279,4118,6066,3237,4879,4181,4266,5440,2700,3500,3521,3541,3529,3569,3695,3347,187123,446835,11470,11470620,양천구
372,2021,3분기,R,전통시장,1001403,신월7동골목시장,55658,26098,29561,7506,5622,6494,8578,9218,18241,8954,9594,7477,8806,13383,7444,7592,7836,7813,7819,7829,8525,8244,185257,447058,11470,11470611,양천구
373,2021,2분기,R,전통시장,1001403,신월7동골목시장,60114,28124,31991,8060,6131,6784,9339,10047,19753,9568,9700,7758,9317,14972,8799,8381,8323,8401,8290,8481,9182,9057,185257,447058,11470,11470611,양천구
374,2021,1분기,R,전통시장,1001403,신월7동골목시장,61100,28682,32417,7981,6481,6912,9696,10239,19792,9821,9597,7797,9589,15334,8963,8615,8454,8587,8611,8635,9131,9066,185257,447058,11470,11470611,양천구
375,2020,4분기,R,전통시장,1001403,신월7동골목시장,65889,30470,35419,8485,7372,7302,10396,10875,21460,10854,10680,8425,10215,16259,9457,9359,9048,9125,9357,9326,9814,9861,185257,447058,11470,11470611,양천구
376,2021,3분기,R,전통시장,1001402,신월6동골목시장,57798,26272,31527,8722,6587,9121,9021,9343,15005,10546,10869,7777,8582,12216,7806,8193,8318,8274,8116,7962,8584,8353,186084,446518,11470,11470610,양천구
377,2021,2분기,R,전통시장,1001402,신월6동골목시장,60195,27840,32356,9265,6357,9459,9237,9875,16002,10941,11566,8141,8691,12721,8135,8485,8391,8576,8515,8303,8968,8956,186084,446518,11470,11470610,양천구
378,2021,1분기,R,전통시장,1001402,신월6동골목시장,64610,30011,34599,9911,7113,10367,9858,10719,16642,12320,12908,8647,9220,13249,8267,9162,9026,9049,9046,9054,9642,9631,186084,446518,11470,11470610,양천구
379,2020,4분기,R,전통시장,1001402,신월6동골목시장,66174,29984,36189,9733,7375,10944,10221,10978,16923,12638,13190,8794,9396,13586,8568,9295,9263,9209,9318,9301,9815,9972,186084,446518,11470,11470610,양천구
380,2021,3분기,R,전통시장,1001401,신곡종합시장,139528,64249,75279,23734,15222,24881,23102,21112,31477,42961,29370,14824,14659,20650,17062,19577,19630,19714,19516,19939,20564,20588,186312,446560,11470,11470610,양천구
381,2021,2분기,R,전통시장,1001401,신곡종합시장,113940,53186,60754,20114,12155,20054,18677,16787,26156,37233,23858,11219,10912,16385,14333,15981,15922,16075,15935,15827,16875,17327,186312,446560,11470,11470610,양천구
382,2021,1분기,R,전통시장,1001401,신곡종합시장,109515,52539,56976,18868,12199,19357,17506,16435,25149,31735,22924,11693,11554,17112,14497,15529,15237,15294,15411,15481,16098,16465,186312,446560,11470,11470610,양천구
383,2020,4분기,R,전통시장,1001401,신곡종합시장,109551,51927,57624,18119,12434,19594,17304,17074,25026,30850,22623,11816,11884,17681,14697,15477,15396,15380,15534,15466,15858,16438,186312,446560,11470,11470610,양천구
384,2021,3분기,R,전통시장,1001400,신월3동골목시장,246750,122195,124556,34566,26897,32175,36315,41597,75201,73940,52626,27947,27002,36664,28569,33757,34664,33215,34520,34200,35962,40434,184671,448280,11470,11470580,양천구
385,2021,2분기,R,전통시장,1001400,신월3동골목시장,177067,86234,90833,25568,18087,23111,25348,30348,54605,54196,38106,19806,19190,25706,20064,24742,24391,24245,24320,24315,26505,28550,184671,448280,11470,11470580,양천구
386,2021,1분기,R,전통시장,1001400,신월3동골목시장,166112,80700,85412,23483,17393,21263,23487,29344,51141,47781,34851,19094,18500,25770,20116,22953,22537,22699,23041,23324,25025,26532,184671,448280,11470,11470580,양천구
387,2020,4분기,R,전통시장,1001400,신월3동골목시장,154571,74183,80388,18892,15849,19107,23184,27695,49845,42921,32239,18043,17685,24547,19138,21638,21179,21206,21563,21233,22934,24820,184671,448280,11470,11470580,양천구
388,2021,3분기,R,전통시장,1001399,경창시장,109866,51800,58066,22225,10409,15130,17018,14760,30323,25093,17682,12694,14463,22586,17349,15598,15461,15711,15422,15548,16446,15680,186077,447263,11470,11470570,양천구
389,2021,2분기,R,전통시장,1001399,경창시장,90617,42304,48312,18516,8445,12354,14449,12032,24822,20713,14787,10430,11835,18760,14091,12756,12522,12831,12670,12818,13502,13519,186077,447263,11470,11470570,양천구
390,2021,1분기,R,전통시장,1001399,경창시장,114629,53897,60732,24209,10474,15407,17926,15976,30638,27709,21700,13779,14665,21522,15256,16152,15809,15858,15978,16294,17169,17367,186077,447263,11470,11470570,양천구
391,2020,4분기,R,전통시장,1001399,경창시장,114912,52326,62586,25064,10152,15518,17568,15846,30765,28312,21814,13519,14505,21533,15230,15977,15752,15893,16156,16113,17351,17670,186077,447263,11470,11470570,양천구
392,2021,3분기,R,전통시장,1001398,월정로시장,218778,101806,116973,26968,20631,30185,32471,36369,72153,54573,37169,25411,27959,41575,32091,30509,30905,32548,29570,29330,34005,31914,185337,448175,11470,11470560,양천구
393,2021,2분기,R,전통시장,1001398,월정로시장,172710,81624,91085,21917,15765,23115,25659,29874,56382,49473,30643,17999,19311,29473,25811,24434,23982,24564,24063,24447,25382,25838,185337,448175,11470,11470560,양천구
394,2021,1분기,R,전통시장,1001398,월정로시장,197290,93254,104036,24432,19320,24268,29038,35130,65104,57533,38989,21074,21548,31495,26651,27683,27592,27537,27557,28114,29075,29729,185337,448175,11470,11470560,양천구
395,2020,4분기,R,전통시장,1001398,월정로시장,194364,90570,103793,25544,18788,23872,28211,34481,63468,57510,38845,20396,20942,30639,26031,27233,26785,27038,27418,27606,28774,29514,185337,448175,11470,11470560,양천구
396,2021,3분기,R,전통시장,1001397,신영시장,194798,87273,107526,23123,18479,27442,27893,31295,66567,40505,33334,24754,28528,41390,26289,27631,27476,26447,27665,27837,29535,28208,185488,448178,11470,11470560,양천구
397,2021,2분기,R,전통시장,1001397,신영시장,229004,102817,126187,27501,22724,31363,33179,36659,77577,47510,37435,28228,32776,49884,33172,32104,31865,32103,31815,32268,34739,34109,185488,448178,11470,11470560,양천구
398,2021,1분기,R,전통시장,1001397,신영시장,257158,116910,140248,32277,26016,33249,36535,42622,86462,56117,43917,31693,36353,53612,35464,35827,35893,36045,35989,36243,38912,38249,185488,448178,11470,11470560,양천구
399,2020,4분기,R,전통시장,1001397,신영시장,263538,117740,145800,33985,26146,33565,37870,44363,87610,60073,47627,32194,36224,52850,34571,36567,36340,36551,36925,37248,40087,39820,185488,448178,11470,11470560,양천구
400,2021,3분기,R,전통시장,1001396,목4동시장,236865,111997,124868,61251,27581,26664,37516,36488,47366,64493,50015,27611,26568,37445,30733,33798,33384,33440,33682,33511,33628,35419,188189,448728,11470,11470540,양천구
401,2021,2분기,R,전통시장,1001396,목4동시장,275768,132647,143120,72002,32172,32157,42801,42116,54522,76054,57448,31373,30366,43215,37312,39301,39285,39265,39142,39490,39207,40078,188189,448728,11470,11470540,양천구
402,2021,1분기,R,전통시장,1001396,목4동시장,282765,132480,150285,67800,34125,33394,45905,44451,57090,79110,57803,31429,30826,44790,38807,39973,39821,40034,40277,40202,40853,41605,188189,448728,11470,11470540,양천구
403,2020,4분기,R,전통시장,1001396,목4동시장,282222,132277,149943,61226,35594,35130,45747,45853,58673,70843,55541,33734,35081,49140,37881,39989,39367,39571,39751,40299,41217,42027,188189,448728,11470,11470540,양천구
404,2021,3분기,R,전통시장,1001395,목3동시장,337428,151919,185510,41389,49964,63901,52985,50968,78221,67931,61495,44551,47369,69446,46635,48388,47650,48244,48021,47973,48818,48334,188065,449908,11470,11470530,양천구
405,2021,2분기,R,전통시장,1001395,목3동시장,393645,177439,216206,47958,60655,77081,62032,57042,88876,80766,75039,52672,54854,77436,52877,56450,55964,56046,55447,55954,57159,56626,188065,449908,11470,11470530,양천구
406,2021,1분기,R,전통시장,1001395,목3동시장,411393,185398,225995,50819,63347,81240,64747,58022,93219,91814,82232,53603,55046,76801,51899,58144,58492,58732,58192,58025,60030,59775,188065,449908,11470,11470530,양천구
407,2020,4분기,R,전통시장,1001395,목3동시장,413712,186599,227113,49736,65339,80540,65438,58424,94234,89754,81061,55050,56760,78970,52119,58791,59041,58858,58284,58412,60732,59595,188065,449908,11470,11470530,양천구
408,2021,3분기,R,전통시장,1001394,목2동시장,282991,130342,152647,32724,47488,64018,40945,38001,59813,71466,54436,32616,34196,51916,38362,39276,39289,39492,39266,39370,42595,43703,188801,449649,11470,11470520,양천구
409,2021,2분기,R,전통시장,1001394,목2동시장,332379,152750,179630,35845,57110,74518,49746,45038,70121,75011,61017,40797,44948,67511,43093,46352,46384,46607,46322,46912,49508,50297,188801,449649,11470,11470520,양천구
410,2021,1분기,R,전통시장,1001394,목2동시장,347618,159630,187987,35139,59146,78289,51758,47921,75364,80987,66652,43244,46644,67739,42351,48495,48531,48133,48511,48226,52787,52936,188801,449649,11470,11470520,양천구
411,2020,4분기,R,전통시장,1001394,목2동시장,339195,157007,182188,35497,58498,74419,50662,46545,73576,73478,64656,43618,47908,69086,40452,47340,46633,46621,46678,46926,52113,52884,188801,449649,11470,11470520,양천구
412,2021,3분기,R,전통시장,1001393,마포농수산물시장,7685,3667,4017,911,898,1184,1431,1275,1986,963,1635,1369,1554,1638,525,1066,1083,1085,1077,1075,1184,1115,190850,451572,11440,11440730,마포구
413,2021,2분기,R,전통시장,1001393,마포농수산물시장,8886,4183,4702,1062,1066,1458,1638,1406,2256,1182,1829,1589,1833,1878,576,1189,1186,1265,1187,1198,1441,1416,190850,451572,11440,11440730,마포구
414,2021,1분기,R,전통시장,1001393,마포농수산물시장,7793,3632,4160,781,845,1264,1462,1208,2232,396,1559,1534,1838,1861,604,1043,1069,1088,1086,1096,1259,1153,190850,451572,11440,11440730,마포구
415,2020,4분기,R,전통시장,1001393,마포농수산물시장,8229,3908,4321,803,908,1327,1505,1255,2431,336,1634,1628,1961,2017,652,1107,1108,1111,1159,1163,1361,1221,190850,451572,11440,11440730,마포구
416,2021,3분기,R,전통시장,1001392,동진시장,45620,20332,25288,3398,14471,9946,6435,5026,6344,12103,8746,5311,5803,8096,5563,6250,6294,6323,6261,6441,7081,6970,193533,451424,11440,11440710,마포구
417,2021,2분기,R,전통시장,1001392,동진시장,48811,21490,27321,3681,16188,10675,6554,5109,6606,12959,9252,5467,5984,9084,6064,6458,6545,6723,6696,6836,7790,7764,193533,451424,11440,11440710,마포구
418,2021,1분기,R,전통시장,1001392,동진시장,46476,20808,25668,3700,14816,10114,6434,4705,6708,12456,9032,5200,5688,8318,5783,6296,6212,6330,6352,6462,7383,7444,193533,451424,11440,11440710,마포구
419,2020,4분기,R,전통시장,1001392,동진시장,47511,21177,26333,3545,15070,10561,6582,4670,7080,13239,9305,5103,5380,8167,6317,6342,6389,6500,6457,6774,7545,7504,193533,451424,11440,11440710,마포구
420,2021,3분기,R,전통시장,1001391,망원월드컵시장,368746,161323,207424,53711,61021,67657,64692,46995,74670,86436,67684,45799,49705,71260,47864,52060,51039,52184,52549,52317,55261,53339,191642,450960,11440,11440700,마포구
